id, request_id, response_id, name, value
"4668","300",,"Accept-Encoding","gzip, deflate"
"4669","300",,"Accept","*/*"
"4670","300",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4671","300",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4672","300",,"Connection","close"
"4673","300",,"Cache-Control","max-age=0"
"4674","300",,"Referer","http://bratrstvi.company.com/articles.php?cat_id=14"
"4675","300",,"Cookie","fusion_visited=yes"
"4676",,"300","Server","nginx"
"4677",,"300","Date","Sun, 07 Feb 2021 08:54:56 GMT"
"4678",,"300","Content-Type","text/html"
"4679",,"300","Connection","close"
"4680",,"300","X-Powered-By","PHP/4.4.8"
"4681",,"300","Content-Length","44415"
"4682","301",,"Host","bratrstvi.company.com"
"4683","301",,"Accept-Encoding","gzip, deflate"
"4684","301",,"Accept","*/*"
"4685","301",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4686","301",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4687","301",,"Connection","close"
"4688","301",,"Cache-Control","max-age=0"
"4689","301",,"Referer","http://bratrstvi.company.com/articles.php?cat_id=14"
"4690","301",,"Cookie","fusion_visited=yes"
"4691",,"301","Server","nginx"
"4692",,"301","Date","Sun, 07 Feb 2021 08:54:59 GMT"
"4693",,"301","Content-Type","text/html"
"4694",,"301","Connection","close"
"4695",,"301","X-Powered-By","PHP/4.4.8"
"4696",,"301","Content-Length","42934"
"4697","302",,"Host","bratrstvi.company.com"
"4698","302",,"Accept-Encoding","gzip, deflate"
"4699","302",,"Accept","*/*"
"4700","302",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4701","302",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4702","302",,"Connection","close"
"4703","302",,"Cache-Control","max-age=0"
"4704","302",,"Referer","http://bratrstvi.company.com/articles.php?cat_id=14"
"4705","302",,"Cookie","fusion_visited=yes"
"4706",,"302","Server","nginx"
"4707",,"302","Date","Sun, 07 Feb 2021 08:55:03 GMT"
"4708",,"302","Content-Type","text/html"
"4709",,"302","Connection","close"
"4710",,"302","X-Powered-By","PHP/4.4.8"
"4711",,"302","Content-Length","49622"
"4712","303",,"Host","bratrstvi.company.com"
"4713","303",,"Accept-Encoding","gzip, deflate"
"4714","303",,"Accept","*/*"
"4715","303",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4716","303",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4717","303",,"Connection","close"
"4718","303",,"Cache-Control","max-age=0"
"4719","303",,"Referer","http://bratrstvi.company.com/articles.php?cat_id=14"
"4720","303",,"Cookie","fusion_visited=yes"
"4721",,"303","Server","nginx"
"4722",,"303","Date","Sun, 07 Feb 2021 08:55:08 GMT"
"4723",,"303","Content-Type","text/html"
"4724",,"303","Connection","close"
"4725",,"303","X-Powered-By","PHP/4.4.8"
"4726",,"303","Content-Length","89917"
"4727","304",,"Host","bratrstvi.company.com"
"4728","304",,"Accept-Encoding","gzip, deflate"
"4729","304",,"Accept","*/*"
"4730","304",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4731","304",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4732","304",,"Connection","close"
"4733","304",,"Cache-Control","max-age=0"
"4734","304",,"Referer","http://bratrstvi.company.com/articles.php?cat_id=14"
"4735","304",,"Cookie","fusion_visited=yes"
"4736",,"304","Server","nginx"
"4737",,"304","Date","Sun, 07 Feb 2021 08:55:21 GMT"
"4738",,"304","Content-Type","text/html"
"4739",,"304","Connection","close"
"4740",,"304","X-Powered-By","PHP/4.4.8"
"4741",,"304","Content-Length","29395"
"4742","305",,"Host","bratrstvi.company.com"
"4743","305",,"Accept-Encoding","gzip, deflate"
"4744","305",,"Accept","*/*"
"4745","305",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4746","305",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4747","305",,"Connection","close"
"4748","305",,"Cache-Control","max-age=0"
"4749","305",,"Referer","http://bratrstvi.company.com/articles.php?cat_id=14"
"4750","305",,"Cookie","fusion_visited=yes"
"4751",,"305","Server","nginx"
"4752",,"305","Date","Sun, 07 Feb 2021 08:55:24 GMT"
"4753",,"305","Content-Type","text/html"
"4754",,"305","Connection","close"
"4755",,"305","X-Powered-By","PHP/4.4.8"
"4756",,"305","Content-Length","54065"
"4757","306",,"Host","bratrstvi.company.com"
"4758","306",,"Accept-Encoding","gzip, deflate"
"4759","306",,"Accept","*/*"
"4760","306",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4761","306",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4762","306",,"Connection","close"
"4763","306",,"Cache-Control","max-age=0"
"4764","306",,"Referer","http://bratrstvi.company.com/articles.php?cat_id=13"
"4765","306",,"Cookie","fusion_visited=yes"
"4766",,"306","Server","nginx"
"4767",,"306","Date","Sun, 07 Feb 2021 08:55:34 GMT"
"4770",,"306","X-Powered-By","PHP/4.4.8"
"4771",,"306","Content-Length","58190"
"4772","307",,"Host","bratrstvi.company.com"
"4773","307",,"Accept-Encoding","gzip, deflate"
"4774","307",,"Accept","*/*"
"4775","307",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4776","307",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4777","307",,"Connection","close"
"4778","307",,"Cache-Control","max-age=0"
"4779","307",,"Referer","http://bratrstvi.company.com/articles.php?article_id=68"
"4780","307",,"Cookie","fusion_visited=yes"
"4781",,"307","Server","nginx"
"4782",,"307","Date","Sun, 07 Feb 2021 08:55:39 GMT"
"4783",,"307","Content-Type","text/html"
"4784",,"307","Connection","close"
"4785",,"307","X-Powered-By","PHP/4.4.8"
"4786",,"307","Content-Length","101898"
"4787","308",,"Host","bratrstvi.company.com"
"4788","308",,"Accept-Encoding","gzip, deflate"
"4789","308",,"Accept","*/*"
"4790","308",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4791","308",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4792","308",,"Connection","close"
"4793","308",,"Cache-Control","max-age=0"
"4794","308",,"Referer","http://bratrstvi.company.com/articles.php?article_id=65"
"4795","308",,"Cookie","fusion_visited=yes"
"4796",,"308","Server","nginx"
"4797",,"308","Date","Sun, 07 Feb 2021 08:55:51 GMT"
"4798",,"308","Content-Type","text/html"
"4799",,"308","Connection","close"
"4800",,"308","X-Powered-By","PHP/4.4.8"
"4801",,"308","Content-Length","107394"
"4802","309",,"Host","bratrstvi.company.com"
"4803","309",,"Accept-Encoding","gzip, deflate"
"4804","309",,"Accept","*/*"
"4805","309",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4806","309",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4807","309",,"Connection","close"
"4808","309",,"Cache-Control","max-age=0"
"4809","309",,"Referer","http://bratrstvi.company.com/articles.php?article_id=62"
"4810","309",,"Cookie","fusion_visited=yes"
"4811",,"309","Server","nginx"
"4812",,"309","Date","Sun, 07 Feb 2021 08:56:01 GMT"
"4813",,"309","Content-Type","text/html"
"4814",,"309","Connection","close"
"4815",,"309","X-Powered-By","PHP/4.4.8"
"4816",,"309","Content-Length","48161"
"4817","310",,"Host","bratrstvi.company.com"
"4818","310",,"Accept-Encoding","gzip, deflate"
"4819","310",,"Accept","*/*"
"4820","310",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4821","310",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4822","310",,"Connection","close"
"4823","310",,"Cache-Control","max-age=0"
"4824","310",,"Referer","http://bratrstvi.company.com/articles.php?article_id=61"
"4825","310",,"Cookie","fusion_visited=yes"
"4826",,"310","Server","nginx"
"4827",,"310","Date","Sun, 07 Feb 2021 08:56:04 GMT"
"4828",,"310","Content-Type","text/html"
"4829",,"310","Connection","close"
"4830",,"310","X-Powered-By","PHP/4.4.8"
"4831",,"310","Content-Length","314371"
"4832","311",,"Host","bratrstvi.company.com"
"4833","311",,"Accept-Encoding","gzip, deflate"
"4834","311",,"Accept","*/*"
"4835","311",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4836","311",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4837","311",,"Connection","close"
"4838","311",,"Cache-Control","max-age=0"
"4839","311",,"Referer","http://bratrstvi.company.com/articles.php?article_id=60"
"4840","311",,"Cookie","fusion_visited=yes"
"4841",,"311","Server","nginx"
"4842",,"311","Date","Sun, 07 Feb 2021 08:56:55 GMT"
"4843",,"311","Content-Type","text/html"
"4844",,"311","Connection","close"
"4845",,"311","X-Powered-By","PHP/4.4.8"
"4846",,"311","Content-Length","54968"
"4847","312",,"Host","bratrstvi.company.com"
"4848","312",,"Accept-Encoding","gzip, deflate"
"4849","312",,"Accept","*/*"
"4850","312",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4851","312",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4852","312",,"Connection","close"
"4853","312",,"Cache-Control","max-age=0"
"4854","312",,"Referer","http://bratrstvi.company.com/articles.php?article_id=58"
"4855","312",,"Cookie","fusion_visited=yes"
"4856",,"312","Server","nginx"
"4857",,"312","Date","Sun, 07 Feb 2021 08:56:59 GMT"
"4858",,"312","Content-Type","text/html"
"4859",,"312","Connection","close"
"4860",,"312","X-Powered-By","PHP/4.4.8"
"4861",,"312","Content-Length","49995"
"4862","313",,"Host","bratrstvi.company.com"
"4863","313",,"Accept-Encoding","gzip, deflate"
"4864","313",,"Accept","*/*"
"4865","313",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4866","313",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4867","313",,"Connection","close"
"4868","313",,"Cache-Control","max-age=0"
"4869","313",,"Referer","http://bratrstvi.company.com/articles.php?article_id=53"
"4870","313",,"Cookie","fusion_visited=yes"
"4871",,"313","Server","nginx"
"4872",,"313","Date","Sun, 07 Feb 2021 08:57:03 GMT"
"4873",,"313","Content-Type","text/html"
"4874",,"313","Connection","close"
"4875",,"313","X-Powered-By","PHP/4.4.8"
"4876",,"313","Content-Length","69307"
"4877","314",,"Host","bratrstvi.company.com"
"4878","314",,"Accept-Encoding","gzip, deflate"
"4879","314",,"Accept","*/*"
"4880","314",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4881","314",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4882","314",,"Connection","close"
"4883","314",,"Cache-Control","max-age=0"
"4884","314",,"Referer","http://bratrstvi.company.com/articles.php?article_id=44"
"4885","314",,"Cookie","fusion_visited=yes"
"4886",,"314","Server","nginx"
"4887",,"314","Date","Sun, 07 Feb 2021 08:57:08 GMT"
"4888",,"314","Content-Type","text/html"
"4889",,"314","Connection","close"
"4890",,"314","X-Powered-By","PHP/4.4.8"
"4891",,"314","Content-Length","110460"
"4892","315",,"Host","bratrstvi.company.com"
"4893","315",,"Accept-Encoding","gzip, deflate"
"4894","315",,"Accept","*/*"
"4895","315",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4896","315",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4897","315",,"Connection","close"
"4898","315",,"Cache-Control","max-age=0"
"4899","315",,"Referer","http://bratrstvi.company.com/articles.php?article_id=39"
"4900","315",,"Cookie","fusion_visited=yes"
"4901",,"315","Server","nginx"
"4902",,"315","Date","Sun, 07 Feb 2021 08:57:21 GMT"
"4903",,"315","Content-Type","text/html"
"4904",,"315","Connection","close"
"4905",,"315","X-Powered-By","PHP/4.4.8"
"4906",,"315","Content-Length","52742"
"4907","316",,"Host","bratrstvi.company.com"
"4908","316",,"Accept-Encoding","gzip, deflate"
"4909","316",,"Accept","*/*"
"4910","316",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4911","316",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4912","316",,"Connection","close"
"4913","316",,"Cache-Control","max-age=0"
"4914","316",,"Referer","http://bratrstvi.company.com/articles.php?article_id=28"
"4915","316",,"Cookie","fusion_visited=yes"
"4916",,"316","Server","nginx"
"4917",,"316","Date","Sun, 07 Feb 2021 08:57:31 GMT"
"4918",,"316","Content-Type","text/html"
"4919",,"316","Connection","close"
"4920",,"316","X-Powered-By","PHP/4.4.8"
"4921",,"316","Content-Length","41254"
"4922","317",,"Host","bratrstvi.company.com"
"4923","317",,"Accept-Encoding","gzip, deflate"
"4924","317",,"Accept","*/*"
"4925","317",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4926","317",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4927","317",,"Connection","close"
"4928","317",,"Cache-Control","max-age=0"
"4929","317",,"Referer","http://bratrstvi.company.com/articles.php?article_id=27"
"4930","317",,"Cookie","fusion_visited=yes"
"4931",,"317","Server","nginx"
"4932",,"317","Date","Sun, 07 Feb 2021 08:57:49 GMT"
"4933",,"317","Content-Type","text/html"
"4934",,"317","Connection","close"
"4935",,"317","X-Powered-By","PHP/4.4.8"
"4936",,"317","Content-Length","99786"
"4937","318",,"Host","bratrstvi.company.com"
"4938","318",,"Accept-Encoding","gzip, deflate"
"4939","318",,"Accept","*/*"
"4940","318",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4941","318",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4942","318",,"Connection","close"
"4943","318",,"Cache-Control","max-age=0"
"4944","318",,"Referer","http://bratrstvi.company.com/articles.php?article_id=26"
"4945","318",,"Cookie","fusion_visited=yes"
"4946",,"318","Server","nginx"
"4947",,"318","Date","Sun, 07 Feb 2021 08:58:02 GMT"
"4948",,"318","Content-Type","text/html"
"4949",,"318","Connection","close"
"4950",,"318","X-Powered-By","PHP/4.4.8"
"4951",,"318","Content-Length","56479"
"4952","319",,"Host","bratrstvi.company.com"
"4953","319",,"Accept-Encoding","gzip, deflate"
"4954","319",,"Accept","*/*"
"4955","319",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4956","319",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4957","319",,"Connection","close"
"4958","319",,"Cache-Control","max-age=0"
"4959","319",,"Referer","http://bratrstvi.company.com/articles.php?article_id=86&c_start=650"
"4960","319",,"Cookie","fusion_visited=yes"
"4961",,"319","Server","nginx"
"4962",,"319","Date","Sun, 07 Feb 2021 08:59:13 GMT"
"4963",,"319","Content-Type","text/html"
"4964",,"319","Connection","close"
"4965",,"319","X-Powered-By","PHP/4.4.8"
"4966",,"319","Content-Length","25103"
"4967","320",,"Host","bratrstvi.company.com"
"4968","320",,"Accept-Encoding","gzip, deflate"
"4969","320",,"Accept","*/*"
"4970","320",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4971","320",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4972","320",,"Connection","close"
"4973","320",,"Cache-Control","max-age=0"
"4974","320",,"Referer","http://bratrstvi.company.com/articles.php?article_id=86"
"4975","320",,"Content-Type","application/x-www-form-urlencoded"
"4976","320",,"Content-Length","110"
"4977","320",,"Cookie","fusion_visited=yes"
"4978",,"320","Server","nginx"
"4979",,"320","Date","Sun, 07 Feb 2021 08:59:34 GMT"
"4980",,"320","Content-Type","text/html"
"4981",,"320","Content-Length","1866"
"4982",,"320","Connection","close"
"4983",,"320","X-Powered-By","PHP/4.4.8"
"4984",,"320","Location","articles.php?article_id=86"
"4985","321",,"Host","bratrstvi.company.com"
"4986","321",,"Accept-Encoding","gzip, deflate"
"4987","321",,"Accept","*/*"
"4988","321",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"4989","321",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"4990","321",,"Connection","close"
"4991","321",,"Cache-Control","max-age=0"
"4992","321",,"Referer","http://bratrstvi.company.com/articles.php?article_id=83&c_start=190"
"4993","321",,"Cookie","fusion_visited=yes"
"4994",,"321","Server","nginx"
"4995",,"321","Date","Sun, 07 Feb 2021 08:59:43 GMT"
"4996",,"321","Content-Type","text/html"
"4997",,"321","Connection","close"
"4998",,"321","X-Powered-By","PHP/4.4.8"
"4999",,"321","Content-Length","107158"
"5000","322",,"Host","bratrstvi.company.com"
"5001","322",,"Accept-Encoding","gzip, deflate"
"5002","322",,"Accept","*/*"
"5003","322",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"5004","322",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"5005","322",,"Connection","close"
"5006","322",,"Cache-Control","max-age=0"
"5007","322",,"Referer","http://bratrstvi.company.com/articles.php?article_id=82&c_start=280"
"5008","322",,"Cookie","fusion_visited=yes"
"5009",,"322","Server","nginx"
"5010",,"322","Date","Sun, 07 Feb 2021 09:00:03 GMT"
"5011",,"322","Content-Type","text/html"
"5012",,"322","Connection","close"
"5013",,"322","X-Powered-By","PHP/4.4.8"
"5014",,"322","Content-Length","29700"
"5015","323",,"Host","bratrstvi.company.com"
"5016","323",,"Accept-Encoding","gzip, deflate"
"5017","323",,"Accept","*/*"
"5018","323",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"5019","323",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"5020","323",,"Connection","close"
"5021","323",,"Cache-Control","max-age=0"
"5022","323",,"Referer","http://bratrstvi.company.com/articles.php?article_id=77&c_start=1880"
"5023","323",,"Cookie","fusion_visited=yes"
"5024",,"323","Server","nginx"
"5025",,"323","Date","Sun, 07 Feb 2021 09:00:15 GMT"
"5026",,"323","Content-Type","text/html"
"5027",,"323","Connection","close"
"5028",,"323","X-Powered-By","PHP/4.4.8"
"5029",,"323","Content-Length","31516"
"5030","324",,"Host","bratrstvi.company.com"
"5031","324",,"Accept-Encoding","gzip, deflate"
"5032","324",,"Accept","*/*"
"5033","324",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"5034","324",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"5035","324",,"Connection","close"
"5036","324",,"Cache-Control","max-age=0"
"5037","324",,"Referer","http://bratrstvi.company.com/articles.php?article_id=76&c_start=110"
"5038","324",,"Cookie","fusion_visited=yes"
"5039",,"324","Server","nginx"
"5040",,"324","Date","Sun, 07 Feb 2021 09:00:42 GMT"
"5041",,"324","Content-Type","text/html"
"5042",,"324","Connection","close"
"5043",,"324","X-Powered-By","PHP/4.4.8"
"5044",,"324","Content-Length","25391"
"5045","325",,"Host","bratrstvi.company.com"
"5046","325",,"Accept-Encoding","gzip, deflate"
"5047","325",,"Accept","*/*"
"5048","325",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"5049","325",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"5050","325",,"Connection","close"
"5051","325",,"Cache-Control","max-age=0"
"5052","325",,"Referer","http://bratrstvi.company.com/articles.php?cat_id=11"
"5053","325",,"Content-Type","application/x-www-form-urlencoded"
"5054","325",,"Content-Length","80"
"5055","325",,"Cookie","fusion_visited=yes"
"5056",,"325","Server","nginx"
"5057",,"325","Date","Sun, 07 Feb 2021 09:08:16 GMT"
"5058",,"325","Content-Type","text/html"
"5059",,"325","Content-Length","2310"
"5060",,"325","Connection","close"
"5061",,"325","X-Powered-By","PHP/4.4.8"
"5062",,"325","Location","articles.php?cat_id=11"
"5063","326",,"Host","bratrstvi.company.com"
"5064","326",,"Accept-Encoding","gzip, deflate"
"5065","326",,"Accept","*/*"
"5066","326",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"5067","326",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"5068","326",,"Connection","close"
"5069","326",,"Cache-Control","max-age=0"
"5070","326",,"Referer","http://bratrstvi.company.com/articles.php?cat_id=13"
"5071","326",,"Cookie","fusion_visited=yes"
"5072",,"326","Server","nginx"
"5073",,"326","Date","Sun, 07 Feb 2021 09:08:29 GMT"
"5074",,"326","Content-Type","text/html"
"5075",,"326","Connection","close"
"5076",,"326","X-Powered-By","PHP/4.4.8"
"5077",,"326","Content-Length","45000"
"5078","327",,"Host","bratrstvi.company.com"
"5079","327",,"Accept-Encoding","gzip, deflate"
"5080","327",,"Accept","*/*"
"5081","327",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"5082","327",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"5083","327",,"Connection","close"
"5084","327",,"Cache-Control","max-age=0"
"5085","327",,"Referer","http://bratrstvi.company.com/articles.php?article_id=86&c_start=10"
"5086","327",,"Cookie","fusion_visited=yes"
"5087",,"327","Server","nginx"
"5088",,"327","Date","Sun, 07 Feb 2021 09:08:46 GMT"
"5089",,"327","Content-Type","text/html"
"5090",,"327","Connection","close"
"5091",,"327","X-Powered-By","PHP/4.4.8"
"5092",,"327","Content-Length","38126"
"5093","328",,"Host","bratrstvi.company.com"
"5094","328",,"Accept-Encoding","gzip, deflate"
"5095","328",,"Accept","*/*"
"5096","328",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"5097","328",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"5098","328",,"Connection","close"
"5099","328",,"Cache-Control","max-age=0"
"5100","328",,"Referer","http://bratrstvi.company.com/articles.php?article_id=86&c_start=20"
"5101","328",,"Cookie","fusion_visited=yes"
"5102",,"328","Server","nginx"
"5103",,"328","Date","Sun, 07 Feb 2021 09:08:51 GMT"
"5104",,"328","Content-Type","text/html"
"5105",,"328","Connection","close"
"5106",,"328","X-Powered-By","PHP/4.4.8"
"5107",,"328","Content-Length","37502"
"5108","329",,"Host","bratrstvi.company.com"
"5109","329",,"Accept-Encoding","gzip, deflate"
"5110","329",,"Accept","*/*"
"5111","329",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"5112","329",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"5113","329",,"Connection","close"
"5114","329",,"Cache-Control","max-age=0"
"5115","329",,"Referer","http://bratrstvi.company.com/articles.php?article_id=86&c_start=30"
"5116","329",,"Cookie","fusion_visited=yes"
"5117",,"329","Server","nginx"
"5118",,"329","Date","Sun, 07 Feb 2021 09:08:56 GMT"
"5119",,"329","Content-Type","text/html"
"5120",,"329","Connection","close"
"5121",,"329","X-Powered-By","PHP/4.4.8"
"5122",,"329","Content-Length","35128"
"5123","330",,"Host","bratrstvi.company.com"
"5124","330",,"Accept-Encoding","gzip, deflate"
"5125","330",,"Accept","*/*"
"5126","330",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"5127","330",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"5128","330",,"Connection","close"
"5129","330",,"Cache-Control","max-age=0"
"5130","330",,"Referer","http://bratrstvi.company.com/articles.php?article_id=77"
"5131","330",,"Content-Type","application/x-www-form-urlencoded"
"5132","330",,"Content-Length","110"
"5133","330",,"Cookie","fusion_visited=yes"
"5134",,"330","Server","nginx"
"5135",,"330","Date","Sun, 07 Feb 2021 09:09:11 GMT"
"5136",,"330","Content-Type","text/html"
"5137",,"330","Content-Length","2809"
"5138",,"330","Connection","close"
"5139",,"330","X-Powered-By","PHP/4.4.8"
"5140",,"330","Location","articles.php?article_id=77"
"5141","331",,"Host","bratrstvi.company.com"
"5142","331",,"Accept-Encoding","gzip, deflate"
"5143","331",,"Accept","*/*"
"5144","331",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"5145","331",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"5146","331",,"Connection","close"
"5147","331",,"Cache-Control","max-age=0"
"5148","331",,"Referer","http://bratrstvi.company.com/articles.php?article_id=83"
"5149","331",,"Cookie","fusion_visited=yes"
"5150",,"331","Server","nginx"
"5151",,"331","Date","Sun, 07 Feb 2021 09:11:44 GMT"
"5152",,"331","Content-Type","text/html"
"5153",,"331","Connection","close"
"5154",,"331","X-Powered-By","PHP/4.4.8"
"5155",,"331","Content-Length","31058"
"5156","332",,"Host","bratrstvi.company.com"
"5157","332",,"Accept-Encoding","gzip, deflate"
"5158","332",,"Accept","*/*"
"5159","332",,"Accept-Language","en-US,en-GB;q=0.9,en;q=0.8"
"5160","332",,"User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"5161","332",,"Connection","close"
"5162","332",,"Cache-Control","max-age=0"
